PMC4117541:
wild,56
amr,52
density,42
isolates,41
areas,38
occurrence,37
human,36
antimicrobial resistance,36
samples,32
indicator,31
medium,29
environment,28
pmid:,28
17,27
resistant,27
escherichia,23
norway,23
detection,23
2018,21
(n,21
PMC5817088:
fl,73
mutations,69
rpob,68
gc,68
rifr,51
subtilis,50
spaceﬂight,49
samples,45
bric-18,36
mutation,34
bric-21,30
space,22
found,21
a.,,20
nicholson,,20
cells,19
amino,19
experiments,18
spectrum,18
growth,17
table,17
(figure,17
bacillus,16
frequency,16
mutants,16
PMC4696104:
health,69
study,37
coli,35
data,33
children,32
water,31
antibiotic resistance,28
lundborg,25
public,24
ujjain,,21
sample,21
antibiotics,20
samples,19
research,19
seeking,19
resistance,18
stool,18
care,17
studies,17
medical,17
drinking,16
‘one,16
abr,16
health’,16
bmc,15
PMC6110841:
oh,86
uc-care,71
evaluation,67
research,62
project,49
health,42
initiative,41
outcomes,36
consortium,34
stakeholders,28
veterinary,27
mentioned,26
results,26
diﬀerent,24
approach,24
interviewees,23
impact,21
amr,21
neoh,21
online,21
external,20
partners,19
system,19
available,19
participants,19
PMC5553535:
deposition,62
sicl4,59
sibn,58
ﬂow,55
rate,46
deposited,33
coating,31
10,29
bonding,28
reaction,20
chemical,20
surface,19
gas,17
carbon,17
various,17
20,17
increase,17
element,16
cloth,15
content,15
thickness,15
30,15
bn,14
ceramic,14
refers,13
PMC6354850:
health,10
tunisian,8
resistance,8
food,7
anti-microbial,5
african,5
spread,4
antibiotic resistance,4
care,4
mansour,4
coli,4
animals,4
bacterial,4
a,,3
escherichia,3
esbl,3
described,3
tunisia,3
tunisia,,3
shv,3
class,3
sciences,3
colistin,3
r,,3
increase,3
PMC4036041:
plasmid,46
100,46
damselae,44
protein,37
genes,36
dna,35
paqu1,34
bacteria,30
plasmids,28
sequence,27
conjugative,25
99,25
transfer,24
sequences,24
gene,24
resistance,24
amino,23
acid,22
cdss,22
coli,22
drug resistance,21
aquaculture,21
known,18
fish,16
found,16
PMC4978946:
genome,17
strain,15
copper,12
pseudomonas,12
lini,10
zbg1,9
sequence,8
soil,8
vineyard,7
version,6
dehydrogenase,5
journal,5
isolated,5
total,5
international,5
sequencing,4
p,,4
draft,4
revealed,4
annotation,4
genomics,4
acid,4
resistance,4
acids,3
usa),3
PMC4561822:
–,115
ar,63
isolates,51
aquaculture,37
mic,34
bacteria,31
ﬁsh,31
resistance,28
genes,28
>608/32,26
art,25
bhi,24
gene,22
sul2,19
feed,18
sp.,,17
sul1,17
antibiotic resistance,17
a.,,16
associated,16
camh,16
commensal,16
m.,,15
256,15
(1),,15
PMC4128359:
source,7
antibiotic resistance,7
resistance,6
human,5
resistant,5
agriculture,5
genes,5
l,,4
doi,4
isolates,4
showed,4
aureus,4
staphylococcus,4
environment,4
important,3
a,,3
people,3
sources,3
strains,3
humans,3
connecticut,,3
natural,3
mbio,3
dj,,3
2014,3
PMC4128353:
antibiotic resistance,9
genes,8
natural,6
antibiotics,6
important,4
species,4
wichmann,4
source,4
environment,4
resistance,4
suggest,3
2014,3
cow,3
found,3
material,3
food,3
con-,2
development,2
activity,2
antibiotic-resistant,2
grass,2
desmond,2
assumption,2
feces,2
number,2
PMC6377141:
cattle,80
backgrounding,70
beef,56
args,46
feeding,45
area,43
total,43
concentrations,41
soil,41
genes,40
concentration,36
environment,36
pmid:,36
bacteria,34
bacterial,32
gene,29
grazing,29
years,27
resistance,26
enterococcus,24
persist,22
2019,21
animal,21
19,21
plos,21
PMC5738089:
malaria,65
age,54
susceptibility,41
fulani,40
rage,38
pmid:,38
immune,37
role,28
dogon,27
a,,23
metabolites,23
μl,22
study,22
15,21
advanced,21
ethnic,20
s,,20
2017,19
m,,19
plos,18
data,17
b,,17
described,17
groups,17
glycation,17
PMC6512575:
(,165
),164
coli,86
0.000,50
;,48
prevalence,45
escherichia,44
isolates,41
,,39
<,38
%,38
clsi,32
animals,,32
isolated,32
human,31
resistance,30
dovepress,28
ddm,28
drug resistance,27
studies,25
infection,24
antibiotic resistance,24
humans,,24
strains,23
animal,23
PMC3283837:
resistance,59
bacteria,49
genes,44
antibiotics,39
a.,,37
antibiotic resistance,29
h.,,28
aquatic,27
m.,,24
gene,22
s.,,22
t.,,22
hoa,22
tetracycline,20
used,19
managaki,18
occurrence,18
contamination,18
environments,16
(2007),16
water,16
c.,,15
(2011),15
j.,,15
human,15
